15%	lima belas persen
danainvestorasing	dana investor asing
dananyo	dananya
dancok	jancuk
danhatikecilkubicara	dan hati kecilku bicara
danibawa	dani bawa
dann	dan
dannce	tari
dannkluarga	dan keluarga
dannn	dan
danprabowo	dan prabowo
dantaranya	diantaranya
daon	daun
dapa	ada apa
dapah	ada apa
dapani	ada apa ini
dapet	dapat
dapet	dapat
dapetin	mendapatkan
dapil	daerah pemilihan
dapil1	daerah pemilihan
dapuknjd	dapuk menjadi
dapurr	dapur
darang	datang
darimana	dari mana
darimana	dari mana
darimana	dari mana
darimna	dari mana
daripaddatidda	dari pada tidak
daripade	daripada
daripda	daripada
daripda	daripada
daritadi	dari tadi
darkside	sisi gelap
darling	sayang
darpada	daripada
darpd	daripada
darulaman	darul aman
daruratdemokrasi	darurat demokrasi
daruratduniaperadilanindonesia	darurat dunia peradilan indonesia
daruratpki	darurat partai komunis indonesia
dasaar	dasar
dasadasar	dasar dasar
dasarr	dasar
dasarrr	dasar
dasr	dasar
dasyat	dahsyat
data2	data data
datangg	datang
datangin	mendatangi
datangny	datang
date	tanggal
dateng	datang
datengin	datang
dati	dari
dating	kencan
datoĆ¢	datu
daut	daud
dawuh	perintah
dawuh2	perintah perintah
day	hari
day6	day 6
days	hari
dbat	debat
dbdshow	dirtbag dan show
dbenci	benci
dberbalik	balik
dbhas	dibahas
dbilang	dibilang
dblg	dibilang
dblkang	di belakang
dblkng	dibelakang
dbls	dibalas
dbnding	dibanding
dbodohi	dbodohi
dbogor	di bogor
dbsk	dibesuk
dbuat	dibuat
dbunuh	dibunuh
dbwh	di bawah
dbwt	dibuat
dbyr	dibayar
dcintai	dicintai
dd	dede
ddahului	didahului
ddlm	di dalam
ddpat	didapat
ddpn	di depan
ddpt	didapat
dduga	diduga
dduk	duduk
de	adik
de	adik
deadlock	jalan buntu
deal	sepakat
deal	sepakat
deathnote	death note
debad	debat
debatfinaldki	devat final daerah khusus ibukota
debatfinalpilkadajkt	debat final pemilihan kepala daerah jakarta
debay	adik bayi
debaynya	adik bayinya
dech	deh
declare	deklarasi
deda	desa
dede	adik
dedeknya	adiknya
dedeq	adik
dedlen	deadline
dee	adik
deech	deh
deeek	adik
deeh	deh
definetely	sudah pasti
deg2an	deg degan
degan	dengan
degna	dengan
dehat	sehat
dehh	deh
dehhh	deh
dehhhh	deh
dehydrasi	dehidrasi
dek	adik
dekalarasi	deklarasi
deket	dekat
deketin	dekat
deketin	dekat
dekk	adik
dekkk	adik
deklar	pernyataan
deklator	deklarasi
dekt	dekat
delegimitasi	delegitimasi
delici	delicious
deliveringhappiness	delivering happiness
delok	lihat
demen	suka
demennya	sukanya
demo2	demo demo
democra	demokrasi
democracy	demokrasi
democrazy	demokrasi gila
demodemo	demo demo
demodemonov	demo november
demokraris	demokratis
demokrasiĆ¢	demokrasi
demokrsi	demokrasi
demoo	demo
demox	demo
dempga	semoga
den	raden
denagan	dengan
deng ki	dengki
denga	dengan
dengaann	dengan
dengann	dengan
dengarin	dengarkan
dengeeriin	dengarkan
dengekeun	dengar
denger	dengar
denger2	dengar dengar
dengerin	dengarkan
dengernya	dengarnya
dengn	dengan
dengn	dengan
dengna	dengan
denial	sangkal
denngan	dengan
densus	betasemen khusus
depa	depan
depermasalahkan	dipermasalahkan
depkes	departemen kesehatan
derajad	derajat
des	desember
desa2	desa desa
desk	meja
deskriminasi	diskriminasi
detik2	detik detik
detik2terahir	detik detik terakhir
detikjatim	detik jatim
detiknews	detik news
deuhh	duh
deui	lagi
devisi	divisi
dewadewa	dewa dewa
dewassa	dewasa
dewe	sendiri
dewe	sendiri
dewek	sendiri
deyh	deh
dfact	fact
dfd	data flow diagram
dftr	daftar
dg	dengan
dg	dengan
dg	dengan
dg	dengan
dg	dengan
dg	dengan
dg	dengan
dgan	dengan
dgan	dengan
dgan	dengan
dgan	dengan
dgann	dengan
dganti	ganti
dgm	dengan
dgn	dengan
dgn	dengan
dgn	dengan
dgn	dengan
dgnakan	digunakan
dgnmu	dengan
dgnya	dengannya
dgr	dengar
dgrn	dengarkan
dgunakan	digunakan
dh	sudah
dh	sudah
dh	sudah
dhapus	dihapus
dharma	darma
dharna	darma
dhe	deh
dhee	pakde
dhewan	dewan
dhi	di
dhla	dahlan
dholim	zalim
dholim	zalim
dholimi	zalim
dhpusin	dihapuskan
dhuafa	duafa
di atas angin	impian
di kpk	di komisi berantas korupsi
di menangkan	dimenangkan
di nantikan	dinantikan
di pilih	dipilih
di3nth0t	dientot
diĆ¢Ā tmii	di taman mini indonesia indah
diaa	dia
diaceh	di aceh
diadain	ada
diadain	ada
diadaka	diadakan
diajakin	diajak
diajarin	diajari
diajuin	diajukan
diakeenakan	dikarenakan
diakhnosa	diagnosis
diakibtkn	diakibatkan
diakomodasi	akomodasi
diaksee	diakses
diakuin	diakui
dialam	di alam
dialog2	dialog dialog
diam2	diam diam
diamana	di mana
diamanin	diamankan
diamendenya	diamendemennya
diamkn	diamkan
diamlo	diam lu
diamx	diam
diancem	diancam
diancungi	acung
diancurin	dihancurkan
diangapnya	dianggapnya
dianggap	anggap
dianggep	dianggap
dianggsp	dianggap
diangkt	angkat
dianjingin	dikatai anjing
diantaa	diantara
dianter	diantar
dianterin	diantar
dianutny	dianutnya
diapa2in	diapa apai
diapain	diapakan
diapusi	dibohongi
diapusin	dihapusi
diaryku	diari 
diaryku	diari
diatas	di atas
diatas	di atas
diatm	di atm
diavamu	foto
diawal	di awal
dibackup	lindung
dibahaas	dibahas
dibales	dibalas
dibalikin	dikembalikan
dibandara	di bandara
dibandingin	banding
dibandingkang	dibandingkan
dibang	di bank
dibangga2kan	dibangga banggakan
dibanggain	dibanggakan
dibanggakn	bangga
dibangkitin	dibangkitkan
dibangunin	dibangunkan
dibank	di bank
dibatalin	dibatalkan
dibatas	di batas
dibawah	di bawah
dibawah	di bawah
dibawasli	bawah
dibayarin	dibayari
dibecandain	dibecandai
dibegoin	bego
dibelain	dibela
dibelakang	di belakang
dibelakanghari	di belakang hari
dibelakng	di belakang
dibelanje	dibelanja
dibeli	beli
dibeliin	dibelikan
dibelokin	belok
dibenerin	dibenarkan
diberanguss	diberangus
dibercandain	dibercandai
diberhentiin	diberhentikan
diberikesempatan	ambil
diberitain	diberitakan
dibersihin	bersih
dibiarin	dibiarkan
dibicarain	dibicarakan
dibikin	dibuat
dibikin	dibuat
dibikin2	dibuat buat
dibikinin	dibuatkan
dibikinkan	dibuatkan
dibilangin	dibilangi
dibimbin	dibimbing
dibkatakan	dikatakan
diblkg	di belakang
diblng	dibilang
diblock	diblok
dibls	dibalas
dibnding	dibanding
dibnggain	dibanggakan
dibobongin	dibodohi
dibocorin	dibocorkan
dibodo	dibodohi
dibodoh	dibodohi
dibodohin	dibodohi
dibohongin	dibohongi
dibohonginataudibodohin	dibohongi atau dibodohi
diboongin	dibohongi
dibriefing	dipengarahan
dibsetiap	setiap
dibtrek	di track
dibuatx	dibuatnya
dibuay	dibuat
dibubari	dibubarkan
dibubarin	dibubarkan
dibucinin	dibudakcintakan
dibudigunawankan	di budi gunawankan
dibui	di bui
dibui	di bui
dibuktikannya	bukti
dibully	rudung
dibully	rudung
dibully	rudung
dibumi	di bumi
dibunderi	dibundari
dibunuhin	bunuh
dibutuhin	dibutuhkan
dibutuhkn	dibutuhkan
dicalonin	dicalonkan
dicapreskan	dicalonpresidenkan
dicarin	dicari
dicedhaki	dekat
dicekel	dicekal
dicekokin	cekok
dicemburuin	dicemburui
dicengkram	dicengkeram
dicepetin	dicepatkan
diceramahin	dicerahami
diceritain	diceritakan
dich	ih
dicheck	dicek
diciumin	diciumi
diclaim	diklaim
dicodein	dikode
dicolon	dicuri
dicomberan	di comberan
diconfirm	dikonfirmasi
dicroottin	dicrotin
dicrotin	dicrotin
dicuekin	dicueki
didaerah	di daerah
didaerah2	di daerah daerah
didalam	di dalam
didampingi	damping
didanau	di danau
didapet	didapat
didarat	di darat
didasrkan	didasarkan
didatengin	didatangi
dideklerasikan	dideklarasikan
didekte	dikte
didenger	didengar
didengerin	didengarkan
didepan	di depan
didiemin	didiamkan
didiskusiin	diskusi
didlam	di dalam
didlm	di dalam
didlmnya	didalamnya
didownload	diunduh
didpt	didapat
didptkn	didapatkan
didragon	di dragon
didu	diadu
didudukin	diduduki
didukung	dukung
didukung	dukung
didumay	di dunia maya
didunia	di dunia
didzalimi	dizalimi
die	dia
die2	dia dia
dielim nasi	dieliminasi
diem	diam
diem2	diam diam
diem2an	diam diaman
diemin	diamkan
diemlu	diam lu
diemm	diam
diendahkan	diindahkan
diendor	promosi
diendore	saran
diendorse	promosi
diendorse	promosi
diendorse	promosi
dientotin	dientot
dienyek	diejek
diera	di era
dietot	dientot
diewe	dientot
difable	difabel
difensif	defensif
difitnah	fitnah
difolbek	diikuti
difollow	ikut
difotoin	difoto
diftarin	daftar
dig	digital
digabtikan	digantikan
digambarin	digambarkan
diganjel	diganjal
digarasi	di garasi
digbk	di gelora bung karno
digebukin	digebuki
digedein	digedekan
digemari	gemar
digembosin	digembosi
digentayangin	digentayangi
digercepin	gerak cepat
digereja	di gereja
diginiin	dibeginikan
diginikan	dibeginikan
digiring	bawa
digituin	dibegitukan
digosipin	digosipkan
digrebek	digerebek
digreja	digereja
digunakn	digunakan
digundrung	dirundung
digusur2	digusur gusur
dih	ih
dihack	di retas
dihadapai	dihadapi
dihalaman	di halaman
dihalte	di halte
dihantem	dihantam
diharapkan	harap
diharepin	harap
diharepin	harap
dihargain	dihargai
dihatiku	di hatiku
dihatiq	hati
dihebohin	dihebohkan
dihh	ih
dihianati	dikhianati
dihighlight	sorot
dihina2	dihina hina
dihormatii	hormat
dihpus	dihapus
dihutan	di hutan
dii	di
diiah	jiah
diijinin	izin
diijinkan	diizinkan
diiket	diikat
diiklanin	iklan
diiklanin	iklan
diikutin	diikuti
diimpeach	didakwa
diindo	di Indonesia
diindo	Indonesia
diindo	di indonesia
diindonesia	di indonesia
diindonesis	di indonesia
diingatin	diingatkan
diingatkn	diingatkan
diingetin	diingatkan
diingini	diinginkan
diinjek	diinjak
diinjk	diinjak
diistanah	di istana
diitung	dihitung
diizabah	diijabah
dijabah	kabul
dijabanin	dilayani
dijadiin	dijadikan
dijagain	dijaga
dijahatin	jahat
dijaj	dijajah
dijakarta	di jakarta
dijalan	di jalan
dijalanin	dijalani
dijaman	di zaman
dijanjiin	dijanjikan
dijarapkan	diharapkan
dijateng	di jawa tengah
dijatohin	dijatuhi
dijdkn	dijadikan
dijelasin	dijelaskan
dijelek2in	dijelek jelekkan
dijelekin	dijelekkan
dijidat	di jidat
dijilatin	jilat
dijit	digit
dijkt	di jakarta
dijogo	jaga
dijorokin	didorong
dijuaall	jual
dijualin	dijual
dijungkirbalikkan	jungkir balik
dijwb	dijawab
dik	adik
dikacangin	dikacangi
dikadalin	dikadali
dikaitin	kait
dikaitin	kait
dikaitka	kait
dikamar	di kamar
dikamarku	di kamarku
dikampung	di kampung
dikantor	di kantor
dikarang	di karang
dikash	kasih
dikasi	dikasih
dikasianin	dikasihani
dikasus	di kasus
dikata2in	diejek
dikatain	diejek
dikawalselia	dikawal selia
dikecilin	kecil
dikedua	di kedua
dikejar2	dikejar kejar
dikeluarin	dikeluarkan
dikemanain	di kemanakan
dikembalikannyaĆ¢	dikembalikannya
dikentu	dientot
dikenyataanya	pada kenyataannya
dikerasin	dikerasi
diketawain	ketawa
diketekin	diketeki
dikhianatin	khianat
dikibulin	kibul
dikibulin	kibul
dikihat	dilihat
dikiiiiit	dikit
dikipasin	dikipasi
dikirain	dikiranya
dikit	sedikit
dikit2	sedikit sedikit
dikoarx	dikoarnya
dikobul	dikabul
dikolam	di kolam
dikolong	di kolong
dikotak	di kotak
dikoter	di kelompok terbang
dikreditin	di kredit kan
dikriminalisai	kriminal
dikroscek	periksa ulang
dikuasai	kuasa
dikuasi	dikuasai
dikuatirkan	dikhawatirkan
dikuliahin	dikuliahi
dikususkan	dikhususkan
dilabelin	dilabeli
diladenin	diladeni
dilakuakn	dilakukan
dilakuin	dilakukan
dilakuinnya	dilakukannya
dilakukannya	lakukan
dilakukanoleh	lakukan oleh
dilanjutkn	lanjut
dilanrang	dilarang
dilanti	dilantik
dilaporin	dilaporkan
dilar	dilarang
dilati	dilatih
dilaut	di laut
dilayan	dilayani
dilayanin	dilayani
dilebayin	lebay
dilepas2	dilepas lepas
dilepasin	dilepaskan
dilepeh	dimuntahkan
diliat	dilihat
diliatin	dilihat
diliatnya	dilihatnya
dilike	disukai
dilindungin	dilindungi
dilkkn	dilakukan
dilock	di kunci
dilokalisasi	di lokalisasi
dilrmpar	dilempar
diluangin	diluangkan
diluar	di luar
diluarann	di luaran
dilupain	dilupakan
dilut	sebentar
dima	mana
dimaafin	dimaafkan
dimain	dimainkan
dimaini	dimainkan
dimainin	dimainkan
dimajuin	maju
dimaki2	dimaki maki
dimaklumin	dimaklumkan
dimalaysia	di malaysia
dimall	di mal
dimampusin	dimampuskan
dimana2	dimana mana
dimana2	dimana mana
dimanapyn	di mana
dimance	di mana
dimandose	di mana sih
dimanfaakan	manfaat
dimanfaatin	dimanfaatkan
dimanfaatkan	manfaat
dimanjain	dimanjakan
dimans	dimana
dimao	dinamo
dimarahin	dimarahi
dimarahinn	dimarahi
dimarain	dimarahi
dimasa	di masa
dimasalahkan	dipermasalahkan
dimasing	di masing
dimasukin	dimasuki
dimasukkin	dimasuki
dimasyarakat	di masyarakat
dimaui	diinginkan
dimedan	di medan
dimeki	di memek
dimenanginlah	menang
dimengerti	paham
dimintain	dimintai
dimintak	diminta
dimna	dimana
dimonas	di monas
dimonitoring	dipantau
dimples	lesung pipi
dimuka	di muka
dimusiumin	dimuseumkan
dimusnahin	musnah
dimute	disenyapkan
dinaikin	dinaiki
dinamakn	dinamakan
dinamani	dinamai
dinantikanĆ¢	dinantikan
dinasty	dinasti
dincintai	cinta
dinegara	di negara
dinegeri	di negeri
dinegri	di negeri
dingertiin	dimengerti
dinihari	dini hari
dinilai	nilai
dinotice	lihat
dinotice	lihat
dinungo	doa
dinyanyiin	dinyanyikan
dinyinyirin	dinyinyiri
diobok2	diobok obok
diomelin	omel
diomelin	omel
diomongin	diomongi
diorang	di orang
diorganisasi	di organisasi
diormas	di organisasi masyarakat
dipacking	dibungkus
dipaelokan	diperbaiki
dipagi	di pagi
dipak	dipake
dipake	dipakai
dipakenya	dipakainya
dipalestina	di palestina
dipamerin	dipameri
dipamerinlah	dipamerkan
dipantat	di pantat
diparkirin	diparkirkan
dipasangan	dipasangkan
dipasangin	dipasangkan
dipasihan	diberi
dipecat	pecat
dipeduliin	pedulikan
dipeksa	paksa
dipeluhara	dipelihara
dipemjara	di penjara
dipenjara	di penjara
dipenjaranya	di penjaranya
dipenuhi	penuh
diperasulit	dipersulit
dipercayain	dipercayai
diperes	diperas
diperhatiin	diperhatikan
diperhatika	diperhatikan
diperingatin	diperingatkan
diperkampungan	di perkampungan
diperlakuin	diperlakukan
dipermadalahkan	dipermasalahkan
dipermadalshksm	dipermasalahkan
dipermainin	dipermainkan
dipersilahkan	dipersilakan
dipertanggungjawabkan	di pertanggung jawabkan
dipesan	pesan
diphk	dipecat
diphp	pemberi harapan palsu
dipiara	dipelihara
dipiarai	pelihara
dipikirin	dipikirkan
dipilih	pilih
dipilihĆ¢Ā dprd	dipilih aja daripada
dipilihkarena	dipilih karena
dipilkada	di pilkada
dipilpres	dipemilihan presiden
dipimpinulama	dipimpin ulama
dipindahin	dipindahkan
diplay	display
diplesetkan	pelesetkan
diplomasipublik	diplomasi publik
dipojokin	dipojokkan
diponegoro	ponegoro
diporakporandakan	diporakporandakan
dipoto	foto
dipoto	foto
diprakirakan	diperkirakan
diprojeksikan	diproyeksikan
diprose	diproses
diprotect	di lindungi
diprovo	diprovokasi
diprtemukan	temu
dipsangkan	dipasangkan
dipuja	puja
dipuja2	dipuja puja
dipukulin	dipukuli
dipulangin	dipulangkan
dipungkiri	mungkir
diputer	diputar
diputusin	diputus
diracuni	diracun
diradio	di radio
dirakamkan	direkamkan
dirancangg	rancang
dirasisin	diejek
direbutin	rebut
direcokin	direcoki
direjam	dirajam
diremes	diremas
direncanain	direncanakan
direzim	di rezim
diributin	diributkan
diridhoin	rida
dirilis	rilis
diringkes	diringkas
diritwit	diretweet
dirix	dirinya
dirjen	direktur jenderal
dirmanida	dirman ida
dirmannaikganjarpanik	dirman naik ganjar panik
dirmh	di rumah
diroasting	mengolokolok
dirohingnya	di rohingya
dirp	diri
dirubah	diubah
dirubh	diubah
dirujak	perudungan
dirumah	di rumah
dirumahny	di rumahnya
dirusuhin	rusuh
dirut	direktur utama
dis	diskualifikasi
disa	di saat
disaat	di saat
disabilitas	cacat
disadarin	disadarkan
disah	disahkan
disakitin	disakiti
disalahgunakan	disalah gunakan
disalahin	disalahkan
disalahkn	salah
disalamin	salam
disalh	disalah
disalty	disabilitas
disam	disama
disama2kan	disama samakan
disamain	disamakan
disamarinda	di samarinda
disampaikan	sampai
disana	di sana
disatuin	disatukan
disbitch	perek
disc	diskon
disclaimer	penafian
disclaimer on	penafian aktif
discuss	diskusi
disebabkan	sebab
disebarin	disebarkan
disebelah	di sebelah
disebuah	di sebuah
disebut	sebut
disebutin	disebutkan
disekolahin	disekolahkan
disekte	di sekte
disela2	disela sela
diselengarakan	selenggarakan
diselimutin	selimut
disemua	di semua
disenyumin	disenyumi
disepakbola	di sepak bola
disepongin	diciumi
disetting	diatur
disettingkan	atur
disewotin	disewoti
dishare	dibagikan
dishare	dibagikan
disholatin	disalati
disiapin	disiapkan
disimpang	di simpang
disini	di sini
disiniĆ°	di sini
disinii	di sini
disiniii	di sini
disinisin	disinisi
disinyalir	sinyalir
disipitin	disipitkan
disiramin	disirami
disisa	di sisa
disisi	di sisi
disitu	di situ
disituh	disitu
diskak	sekakmat
diskip	dilewati
diskon2	diskon diskon
diskrening	diskrining
diskursus	kursus
diskusikde	diskusi
dismain	disamakan
disni	di sini
disodorin	disodorkan
disolo	di solo
disono	di sana
disorot	sorot
disosmed	di media sosial
disruduk	diseruduk
district9	district
distrika	setrika
distudio	di studio
disuapin	suap
disuatu	di suatu
disukain	disukai
disukmaku	di sukmaku
disumpahdisumpahin	disumpahi
disupirin	disopiri
disupport	didukung
disupport	didukung
disupport	dukung
disurvey	survei
disurvuey	survei
disuspend	skors
ditabayunin	ditabayuni
ditabokin	pukul
ditahun	di tahun
ditaktor	diktator
ditakutin	takut
ditambah2i	ditambah tambahkan
ditambah2ya	tambahtambah
ditambahya	ditambahnya
ditampol	ditabok
ditanah	di tanah
ditanda	di tanda
ditangan	tangan
ditangan	tangan
ditangang	di tangan
ditangepi	tanggap
ditangepin	ditanggapi
ditanggapin	ditanggapi
ditanggepi	ditanggapi
ditanggepin	ditanggapi
ditangkapin	ditangkap
ditangkp	ditangkap
ditaro	ditaruh
ditaroin	ditaruhkan
ditawari	tawar
ditawarin	ditawari
ditayangin	ditayangkan
ditegor	ditegur
ditelaga	di telaga
ditelan	telan
ditelantarin	ditelantarkan
ditelpon	ditelepon
ditemenin	ditemani
ditempatin	ditempatkan
ditemuin	ditemukan
ditengah2	ditengah tengah
ditenggelamin	ditenggelamkan
ditentukn	ditentukan
ditepi	di tepi
diterapin	diterapkan
diterapkanĆ¢	diterapkan
diteriakin	diteriaki
diterim	di terima
ditertibkn	tertib
ditetapin	ditetapkan
ditetapkn	ditetapkan
ditetapknnya	ditetapkan
ditgg	tunggu
dithn	di tahun
ditidurin	ditiduri
ditindaklanjuti	tindak lanjut
ditinggalin	ditinggalkan
ditinggalkn	ditinggalkan
ditinjukin	ditunjukkan
dititipin	titip
ditjen	direktorat jenderal
ditlv	di telepon
ditmpat	tempat
ditmptkan	ditempatkan
ditnh	di tanah
ditolerir	ditoleransi
ditreskrimum	direktorat reserse kriminal umum
ditrsangkakan	ditersangkakan
dittapkn	ditetapkan
ditungguin	ditunggu
ditunjukkin	tunjukkan
diturunin	turun
ditutupin	ditutupi
dituutup	ditutup
ditv	televisi
ditvn	di televisi nasional
diubati	diobati
diuber	dikejar
diucapin	ucap
diulang2	diulang ulang
diumpetin	disembunyikan
diunggah	unggah
diunggulkan	unggul
diungkit2	diungkit ungkit
diup	naik
diupgrade	ditingkatkan
diupi	di universitas pendidikan indonesia
diurusin	diurus
diushakan	diusahakan
diusilin	diusili
diusungg	usung
diutarain	diutarakan
diwajibin	diwajibkan
diwilayah	di wilayah
diwingkis	digulung
diy	daerah istimewa yogyakarta
diy	daerah istimewa yogyakarja
diy	daerah istimewa yogyakarja
diyem	diam
dizalimi	zalim
dizhalimi	dizalimi
dizholimi	dizalimi
dizolimi	dizalimi
dj	disc jockey
djadi	jadi
djadikan	dijadikan
djakarta	di jakarta
djan	bermain disc jockey
djarotcalonnapi	djarot calon narapidana
djarotsihar2	djarot sihar 2
djarotsiharmenang	djarot sihar menang
djasatuputaran	di satu putaran
djiaa	jiah
djkt	di jakarta
djl	di jalan
djln	di jalan
djmin	dijamin
djoss	keren
djp	direktorat jenderal pajak
dkan	dekan
dkasih	dikasih
dkat	dekat
dket	dekat
dket2in	dekat dekati
dkgn	dukung
dki	daerah khusus ibukota
DKI	daerah khusus ibukota
dki	daerah khusus ibukota
